Adult Summary,Run Date: 02/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASELLE HATCHERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Range: 01/01/2019 - 02/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species: COHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Run: NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Brood,Adults In,Jacks In,Male Plant,Female Plant,Jack Plant,Adult Ship,Male Ship,Female Ship,Jack Ship,Male Morts,Female Morts,Jack Morts,Male Surplus,Female Surplus,Jack Surplus,Lethal Male Spawn,Lethal Female Spawn,Lethal Jack Spawn,Lethal NVF Spawn,Live Male Spawn,Live Female Spawn,Live Jack Spawn,Live NVF Spawn,Egg Count,Adults On Hand,Jacks On Hand,Mark Info,Other Mark,Checked for Wire,Wire Present,Wire Collected,CWT Detected Males,CWT Detected Females,CWT Detected Jacks,CWT Collected Males,CWT Collected Females,CWT Collected Jacks,Bag Number
11/04/2020,CO:NA:NASE:2020:H,0,0,,,,,,,,27,63,0,19,0,63,488,504,5,0,,,,,,500,0,AD,,Y,N,N,,,,,,,
11/04/2020,CO:NA:NASE:2020:M,0,0,,,,,,,,,,,,,,,,,,,,,,1141800,500,0,,,N,N,N,,,,,,,
11/04/2020,CO:NA:NASE:2020:W,41,2,,,,,,,,,,,,,,,,,,,,,,,541,2,,,N,N,N,,,,,,,
11/04/2020,CO:NA:NASE:2020:W,0,0,0,0,2,,,,,,,,,,,26,15,0,0,,,,,,500,0,UM,,Y,N,N,,,,,,,
11/06/2020,CO:NA:NASE:2020:H,1647,65,,,,,,,,,,,,,,,,,,,,,,,2147,65,,,N,N,N,,,,,,,
11/06/2020,CO:NA:NASE:2020:H,0,0,,,,,,,,5,7,6,540,506,58,40,48,1,0,,,,,,1001,0,AD,,Y,N,N,,,,,,,
11/06/2020,CO:NA:NASE:2020:H,0,0,,,,,,,,,,,,,,1,0,0,0,,,,,,1000,0,UM,,Y,Y,Y,1,0,0,1,0,0,60558
11/06/2020,CO:NA:NASE:2020:M,0,0,,,,,,,,,,,,,,,,,,,,,,110000,1000,0,,,N,N,N,,,,,,,
11/06/2020,CO:NA:NASE:2020:W,23,0,,,,,,,,,,,,,,,,,,,,,,,1023,0,,,N,N,N,,,,,,,
11/06/2020,CO:NA:NASE:2020:W,0,0,9,4,0,,,,,,,,,,,8,2,0,0,,,,,,1000,0,UM,,Y,N,N,,,,,,,
11/09/2020,CO:NA:NASE:2020:H,1553,155,,,,,,,,,,,,,,,,,,,,,,,2553,155,,,N,N,N,,,,,,,
11/09/2020,CO:NA:NASE:2020:H,0,0,,,,,,,,3,23,2,1222,1305,153,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
11/09/2020,CO:NA:NASE:2020:W,27,8,,,,,,,,,,,,,,,,,,,,,,,27,8,,,N,N,N,,,,,,,
11/09/2020,CO:NA:NASE:2020:W,0,0,17,10,8,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
11/16/2020,CO:NA:NASE:2020:H,949,40,,,,,,,,,,,,,,,,,,,,,,,949,40,,,N,N,N,,,,,,,
11/16/2020,CO:NA:NASE:2020:H,0,0,,,,,,,,0,2,1,358,589,39,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
11/16/2020,CO:NA:NASE:2020:W,19,0,,,,,,,,,,,,,,,,,,,,,,,19,0,,,N,N,N,,,,,,,
11/16/2020,CO:NA:NASE:2020:W,0,0,7,12,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
11/30/2020,CO:NA:NASE:2020:H,287,50,,,,,,,,,,,,,,,,,,,,,,,287,50,,,N,N,N,,,,,,,
11/30/2020,CO:NA:NASE:2020:H,0,0,,,,,,,,49,46,13,89,103,37,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
11/30/2020,CO:NA:NASE:2020:W,6,0,,,,,,,,,,,,,,,,,,,,,,,6,0,,,N,N,N,,,,,,,
11/30/2020,CO:NA:NASE:2020:W,0,0,4,2,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
09/07/2021,CO:NA:NASE:2021:H,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,,,N,N,N,,,,,,,
09/12/2021,CO:NA:NASE:2021:H,1,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,N,N,N,,,,,,,
09/13/2021,CO:NA:NASE:2021:H,1,0,,,,,,,,,,,,,,,,,,,,,,,2,1,,,N,N,N,,,,,,,
09/14/2021,CO:NA:NASE:2021:H,0,1,,,,,,,,,,,,,,,,,,,,,,,2,2,,,N,N,N,,,,,,,
09/16/2021,CO:NA:NASE:2021:H,1,0,,,,,,,,,,,,,,,,,,,,,,,3,2,,,N,N,N,,,,,,,
09/17/2021,CO:NA:NASE:2021:H,1,0,,,,,,,,,,,,,,,,,,,,,,,4,2,,,N,N,N,,,,,,,
09/20/2021,CO:NA:NASE:2021:H,300,0,,,,,,,,,,,,,,,,,,,,,,,304,2,,,N,N,N,,,,,,,
09/27/2021,CO:NA:NASE:2021:H,1500,0,,,,,,,,,,,,,,,,,,,,,,,1804,2,,,N,N,N,,,,,,,
09/28/2021,CO:NA:NASE:2021:H,375,297,,,,,,,,,,,,,,,,,,,,,,,2179,299,,,N,N,N,,,,,,,
09/28/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,,,,389,290,299,,,,,,,,,,1500,0,AD,,Y,N,N,,,,,,,
09/28/2021,CO:NA:NASE:2021:W,10,0,,,,,,,,,,,,,,,,,,,,,,,1510,0,,,N,N,N,,,,,,,
09/28/2021,CO:NA:NASE:2021:W,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,1500,0,UM,,Y,N,N,,,,,,,
09/30/2021,CO:NA:NASE:2021:H,914,346,,,,,,,,,,,,,,,,,,,,,,,2414,346,,,N,N,N,,,,,,,
09/30/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,1,2,0,959,952,346,,,,,,,,,,500,0,AD,,Y,N,N,,,,,,,
09/30/2021,CO:NA:NASE:2021:W,14,0,,,,,,,,,,,,,,,,,,,,,,,514,0,,,N,N,N,,,,,,,
09/30/2021,CO:NA:NASE:2021:W,0,0,11,3,0,,,,,,,,,,,,,,,,,,,,500,0,UM,,Y,N,N,,,,,,,
10/05/2021,CO:NA:NASE:2021:H,1906,306,,,,,,,,,,,,,,,,,,,,,,,2406,306,,,N,N,N,,,,,,,
10/05/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,1,0,4,1001,875,302,,,,,,,,,,529,0,AD,,Y,N,N,,,,,,,
10/05/2021,CO:NA:NASE:2021:W,0,0,18,11,0,,,,,,,,,,,,,,,,,,,,500,0,UM,,Y,N,N,,,,,,,
10/06/2021,CO:NA:NASE:2021:H,0,4,,,,,,,,,,,,,,,,,,,,,,,500,4,,,N,N,N,,,,,,,
10/06/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,0,0,4,,,,,,,,,,,,,500,0,AD,,Y,N,N,,,,,,,
10/12/2021,CO:NA:NASE:2021:H,500,2,,,,,,,,,,,,,,,,,,,,,,,1000,2,,,N,N,N,,,,,,,
10/12/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,0,0,2,,,,,,,,,,,,,1000,0,AD,,Y,N,N,,,,,,,
10/12/2021,CO:NA:NASE:2021:W,2,0,,,,,,,,,,,,,,,,,,,,,,,1002,0,,,N,N,N,,,,,,,
10/12/2021,CO:NA:NASE:2021:W,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1000,0,UM,,Y,N,N,,,,,,,
10/15/2021,CO:NA:NASE:2021:H,204,73,,,,,,,,,,,,,,,,,,,,,,,1204,73,,,N,N,N,,,,,,,
10/15/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,0,3,0,1,0,73,,,,,,,,,,1200,0,AD,,Y,N,N,,,,,,,
10/19/2021,CO:NA:NASE:2021:H,1872,54,,,,,,,,,,,,,,,,,,,,,,,3072,54,,,N,N,N,,,,,,,
10/19/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,4,13,3,648,436,51,,,,,,,,,,1971,0,AD,,Y,N,N,,,,,,,
10/19/2021,CO:NA:NASE:2021:W,29,0,,,,,,,,,,,,,,,,,,,,,,,2000,0,,,N,N,N,,,,,,,
10/26/2021,CO:NA:NASE:2021:H,1961,349,,,,,,,,,,,,,,,,,,,,,,,3961,349,,,N,N,N,,,,,,,
10/26/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,22,30,12,1180,557,319,308,355,18,9,,,,,,1500,0,AD,,Y,N,N,,,,,,,
10/26/2021,CO:NA:NASE:2021:M,0,0,,,,,,,,,,,,,,,,,,,,,,792000,1500,0,,,N,N,N,,,,,,,
10/26/2021,CO:NA:NASE:2021:W,39,0,,,,,,,,,,,,,,,,,,,,,,,1539,0,,,N,N,N,,,,,,,
10/26/2021,CO:NA:NASE:2021:W,0,0,,,,,,,,,,,,,,34,5,0,0,,,,,,1500,0,UM,,Y,N,N,,,,,,,
11/02/2021,CO:NA:NASE:2021:H,3512,336,,,,,,,,,,,,,,,,,,,,,,,5012,336,,,N,N,N,,,,,,,
11/02/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,7,13,5,1088,771,131,290,315,12,3,,,,,,2525,188,AD,,Y,N,N,,,,,,,
11/02/2021,CO:NA:NASE:2021:M,0,0,,,,,,,,,,,,,,,,,,,,,,704000,2525,188,,,N,N,N,,,,,,,
11/02/2021,CO:NA:NASE:2021:W,0,0,7,4,0,,,,,,,,,,,18,5,0,0,,,,,,2491,188,UM,,Y,N,N,,,,,,,
11/03/2021,CO:NA:NASE:2021:H,1000,0,,,,,,,,,,,,,,,,,,,,,,,3491,188,,,N,N,N,,,,,,,
11/03/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,22,31,9,1319,1153,179,,,,,,,,,,966,0,AD,,Y,N,N,,,,,,,
11/03/2021,CO:NA:NASE:2021:W,56,0,,,,,,,,,,,,,,,,,,,,,,,1022,0,,,N,N,N,,,,,,,
11/03/2021,CO:NA:NASE:2021:W,0,0,18,4,0,,,,,,,,,,,,,,,,,,,,1000,0,UM,,Y,N,N,,,,,,,
11/09/2021,CO:NA:NASE:2021:H,3082,891,,,,,,,,,,,,,,,,,,,,,,,4082,891,,,N,N,N,,,,,,,
11/09/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,70,78,9,1712,1935,860,133,154,22,0,,,,,,0,0,AD,,Y,N,N,,,,,,,
11/09/2021,CO:NA:NASE:2021:M,0,0,,,,,,,,,,,,,,,,,,,,,,352000,0,0,,,N,N,N,,,,,,,
11/09/2021,CO:NA:NASE:2021:W,65,3,,,,,,,,,,,,,,,,,,,,,,,65,3,,,N,N,N,,,,,,,
11/09/2021,CO:NA:NASE:2021:W,0,0,33,21,3,,,,,,,,,,,5,6,0,0,,,,,,0,0,UM,,Y,N,N,,,,,,,
11/16/2021,CO:NA:NASE:2021:H,1407,251,,,,,,,,,,,,,,,,,,,,,,,1407,251,,,N,N,N,,,,,,,
11/16/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,8,12,6,660,727,245,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
11/16/2021,CO:NA:NASE:2021:W,29,0,,,,,,,,,,,,,,,,,,,,,,,29,0,,,N,N,N,,,,,,,
11/16/2021,CO:NA:NASE:2021:W,0,0,16,13,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
11/23/2021,CO:NA:NASE:2021:H,448,21,,,,,,,,,,,,,,,,,,,,,,,448,21,,,N,N,N,,,,,,,
11/23/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,7,13,0,221,207,21,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
11/23/2021,CO:NA:NASE:2021:W,8,0,,,,,,,,,,,,,,,,,,,,,,,8,0,,,N,N,N,,,,,,,
11/23/2021,CO:NA:NASE:2021:W,0,0,6,2,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
12/07/2021,CO:NA:NASE:2021:H,17,2,,,,,,,,,,,,,,,,,,,,,,,17,2,,,N,N,N,,,,,,,
12/07/2021,CO:NA:NASE:2021:H,0,0,,,,,,,,8,9,2,,,,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
08/25/2022,CO:NA:NASE:2022:H,2,0,,,,,,,,,,,,,,,,,,,,,,,2,0,,,N,N,N,,,,,,,
08/26/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,3,0,,,N,N,N,,,,,,,
08/27/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,4,0,,,N,N,N,,,,,,,
08/29/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,5,0,,,N,N,N,,,,,,,
08/30/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,6,0,,,N,N,N,,,,,,,
08/30/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,1,0,0,,,,,,,,,,,,,5,0,AD,,Y,N,N,,,,,,,
08/31/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,6,0,,,N,N,N,,,,,,,
09/02/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,7,0,,,N,N,N,,,,,,,
09/03/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,1,0,0,,,,,,,,,,,,,6,0,AD,,Y,N,N,,,,,,,
09/04/2022,CO:NA:NASE:2022:H,2,0,,,,,,,,,,,,,,,,,,,,,,,8,0,,,N,N,N,,,,,,,
09/05/2022,CO:NA:NASE:2022:H,2,0,,,,,,,,,,,,,,,,,,,,,,,10,0,,,N,N,N,,,,,,,
09/06/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,11,0,,,N,N,N,,,,,,,
09/08/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,12,0,,,N,N,N,,,,,,,
09/09/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,13,0,,,N,N,N,,,,,,,
09/10/2022,CO:NA:NASE:2022:H,2,0,,,,,,,,,,,,,,,,,,,,,,,15,0,,,N,N,N,,,,,,,
09/12/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,16,0,,,N,N,N,,,,,,,
09/13/2022,CO:NA:NASE:2022:H,1,0,,,,,,,,,,,,,,,,,,,,,,,17,0,,,N,N,N,,,,,,,
09/14/2022,CO:NA:NASE:2022:H,2,0,,,,,,,,,,,,,,,,,,,,,,,19,0,,,N,N,N,,,,,,,
09/14/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,1,0,0,,,,,,,,,,,,,18,0,AD,,Y,N,N,,,,,,,
09/15/2022,CO:NA:NASE:2022:H,6,0,,,,,,,,,,,,,,,,,,,,,,,24,0,,,N,N,N,,,,,,,
09/16/2022,CO:NA:NASE:2022:H,12,0,,,,,,,,,,,,,,,,,,,,,,,36,0,,,N,N,N,,,,,,,
09/17/2022,CO:NA:NASE:2022:H,2,0,,,,,,,,,,,,,,,,,,,,,,,38,0,,,N,N,N,,,,,,,
09/18/2022,CO:NA:NASE:2022:H,24,1,,,,,,,,,,,,,,,,,,,,,,,62,1,,,N,N,N,,,,,,,
09/19/2022,CO:NA:NASE:2022:H,9,0,,,,,,,,,,,,,,,,,,,,,,,71,1,,,N,N,N,,,,,,,
09/19/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,0,1,0,,,,,,,,,,,,,70,1,AD,,Y,N,N,,,,,,,
09/20/2022,CO:NA:NASE:2022:H,122,0,,,,,,,,,,,,,,,,,,,,,,,192,1,,,N,N,N,,,,,,,
09/26/2022,CO:NA:NASE:2022:H,95,20,,,,,,,,,,,,,,,,,,,,,,,287,21,,,N,N,N,,,,,,,
09/26/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,1,2,0,161,123,21,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
09/26/2022,CO:NA:NASE:2022:W,2,0,,,,,,,,,,,,,,,,,,,,,,,2,0,,,N,N,N,,,,,,,
09/26/2022,CO:NA:NASE:2022:W,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
09/30/2022,CO:NA:NASE:2022:H,1781,22,,,,,,,,,,,,,,,,,,,,,,,1781,22,,,N,N,N,,,,,,,
09/30/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,0,2,0,570,709,22,,,,,,,,,,500,0,AD,,Y,N,N,,,,,,,
10/03/2022,CO:NA:NASE:2022:H,2279,42,,,,,,,,,,,,,,,,,,,,,,,2779,42,,,N,N,N,,,,,,,
10/03/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,6,6,0,860,907,42,,,,,,,,,,1000,0,AD,,Y,N,N,,,,,,,
10/03/2022,CO:NA:NASE:2022:W,2,0,,,,,,,,,,,,,,,,,,,,,,,1002,0,,,N,N,N,,,,,,,
10/03/2022,CO:NA:NASE:2022:W,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1000,0,UM,,Y,N,N,,,,,,,
10/06/2022,CO:NA:NASE:2022:H,2204,70,,,,,,,,,,,,,,,,,,,,,,,3204,70,,,N,N,N,,,,,,,
10/06/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,30,11,0,1069,1094,70,,,,,,,,,,1000,0,AD,,Y,N,N,,,,,,,
10/06/2022,CO:NA:NASE:2022:W,1,0,,,,,,,,,,,,,,,,,,,,,,,1001,0,,,N,N,N,,,,,,,
10/06/2022,CO:NA:NASE:2022:W,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,1000,0,UM,,Y,N,N,,,,,,,
10/10/2022,CO:NA:NASE:2022:H,557,21,,,,,,,,,,,,,,,,,,,,,,,1557,21,,,N,N,N,,,,,,,
10/10/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,96,103,0,447,411,21,,,,,,,,,,500,0,AD,,Y,N,N,,,,,,,
10/10/2022,CO:NA:NASE:2022:W,3,0,,,,,,,,,,,,,,,,,,,,,,,503,0,,,N,N,N,,,,,,,
10/10/2022,CO:NA:NASE:2022:W,0,0,,,,,,,,1,2,0,,,,,,,,,,,,,500,0,UM,,Y,N,N,,,,,,,
10/11/2022,CO:NA:NASE:2022:H,1711,78,,,,,,,,,,,,,,,,,,,,,,,2211,78,,,N,N,N,,,,,,,
10/11/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,5,20,0,1207,979,78,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
10/11/2022,CO:NA:NASE:2022:W,6,0,,,,,,,,,,,,,,,,,,,,,,,6,0,,,N,N,N,,,,,,,
10/11/2022,CO:NA:NASE:2022:W,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
10/14/2022,CO:NA:NASE:2022:H,615,2,,,,,,,,,,,,,,,,,,,,,,,615,2,,,N,N,N,,,,,,,
10/14/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,42,73,2,,,,,,,,,,,,,500,0,AD,,Y,N,N,,,,,,,
10/17/2022,CO:NA:NASE:2022:H,2518,103,,,,,,,,,,,,,,,,,,,,,,,3018,103,,,N,N,N,,,,,,,
10/17/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,81,107,0,1496,1334,103,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
10/17/2022,CO:NA:NASE:2022:W,4,0,,,,,,,,,,,,,,,,,,,,,,,4,0,,,N,N,N,,,,,,,
10/17/2022,CO:NA:NASE:2022:W,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
10/24/2022,CO:NA:NASE:2022:H,1454,0,,,,,,,,,,,,,,,,,,,,,,,1454,0,,,N,N,N,,,,,,,
10/24/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,80,172,0,2,0,0,,,,,,,,,,1200,0,AD,,Y,N,N,,,,,,,
10/31/2022,CO:NA:NASE:2022:H,4264,94,,,,,,,,,,,,,,,,,,,,,,,5464,94,,,N,N,N,,,,,,,
10/31/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,40,35,0,850,499,89,515,515,5,10,,,,,,3000,0,AD,,Y,N,N,,,,,,,
10/31/2022,CO:NA:NASE:2022:M,0,0,,,,,,,,,,,,,,,,,,,,,,1161600,3000,0,,,N,N,N,,,,,,,
10/31/2022,CO:NA:NASE:2022:W,30,0,,,,,,,,,,,,,,,,,,,,,,,3030,0,,,N,N,N,,,,,,,
10/31/2022,CO:NA:NASE:2022:W,0,0,5,4,0,,,,,,,,,,,8,13,0,0,,,,,,3000,0,UM,,Y,N,N,,,,,,,
11/02/2022,CO:NA:NASE:2022:H,3412,118,,,,,,,,,,,,,,,,,,,,,,,6412,118,,,N,N,N,,,,,,,
11/02/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,465,370,24,2395,1195,95,,,,,,,,,,1987,-1,AD,,Y,N,N,,,,,,,
11/02/2022,CO:NA:NASE:2022:W,12,0,,,,,,,,,,,,,,,,,,,,,,,1999,-1,,,N,N,N,,,,,,,
11/02/2022,CO:NA:NASE:2022:W,0,0,10,2,0,,,,,,,,,,,,,,,,,,,,1987,-1,UM,,Y,N,N,,,,,,,
11/03/2022,CO:NA:NASE:2022:H,13,1,,,,,,,,,,,,,,,,,,,,,,,2000,0,,,N,N,N,,,,,,,
11/07/2022,CO:NA:NASE:2022:H,4273,136,,,,,,,,,,,,,,,,,,,,,,,6273,136,,,N,N,N,,,,,,,
11/07/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,,,,2170,1467,126,305,319,10,12,,,,,,2000,0,AD,,Y,N,N,,,,,,,
11/07/2022,CO:NA:NASE:2022:M,0,0,,,,,,,,,,,,,,,,,,,,,,717200,2000,0,,,N,N,N,,,,,,,
11/07/2022,CO:NA:NASE:2022:W,25,0,,,,,,,,,,,,,,,,,,,,,,,2025,0,,,N,N,N,,,,,,,
11/07/2022,CO:NA:NASE:2022:W,0,0,1,6,0,,,,,,,,,,,11,7,0,0,,,,,,2000,0,UM,,Y,N,N,,,,,,,
11/09/2022,CO:NA:NASE:2022:H,3523,202,,,,,,,,,,,,,,,,,,,,,,,5523,202,,,N,N,N,,,,,,,
11/09/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,,,,2700,1823,202,,,,,,,,,,1000,0,AD,,Y,N,N,,,,,,,
11/09/2022,CO:NA:NASE:2022:W,7,0,,,,,,,,,,,,,,,,,,,,,,,1007,0,,,N,N,N,,,,,,,
11/09/2022,CO:NA:NASE:2022:W,0,0,3,4,0,,,,,,,,,,,,,,,,,,,,1000,0,UM,,Y,N,N,,,,,,,
11/14/2022,CO:NA:NASE:2022:H,1634,123,,,,,,,,,,,,,,,,,,,,,,,2634,123,,,N,N,N,,,,,,,
11/14/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,325,388,19,1021,900,104,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
11/14/2022,CO:NA:NASE:2022:W,6,0,,,,,,,,,,,,,,,,,,,,,,,6,0,,,N,N,N,,,,,,,
11/14/2022,CO:NA:NASE:2022:W,0,0,4,2,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
11/21/2022,CO:NA:NASE:2022:H,35,3,,,,,,,,,,,,,,,,,,,,,,,35,3,,,N,N,N,,,,,,,
11/21/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,9,4,2,18,4,1,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
11/21/2022,CO:NA:NASE:2022:W,3,0,,,,,,,,,,,,,,,,,,,,,,,3,0,,,N,N,N,,,,,,,
11/21/2022,CO:NA:NASE:2022:W,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
11/28/2022,CO:NA:NASE:2022:H,420,4,,,,,,,,,,,,,,,,,,,,,,,420,4,,,N,N,N,,,,,,,
11/28/2022,CO:NA:NASE:2022:W,2,0,,,,,,,,,,,,,,,,,,,,,,,422,4,,,N,N,N,,,,,,,
11/29/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,1,3,0,216,200,4,,,,,,,,,,2,0,AD,,Y,N,N,,,,,,,
11/29/2022,CO:NA:NASE:2022:W,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,UM,,Y,N,N,,,,,,,
12/05/2022,CO:NA:NASE:2022:H,988,32,,,,,,,,,,,,,,,,,,,,,,,988,32,,,N,N,N,,,,,,,
12/05/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,1,2,0,551,419,32,,,,,,,,,,15,0,AD,,Y,N,N,,,,,,,
12/05/2022,CO:NA:NASE:2022:W,3,0,,,,,,,,,,,,,,,,,,,,,,,18,0,,,N,N,N,,,,,,,
12/05/2022,CO:NA:NASE:2022:W,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,15,0,UM,,Y,N,N,,,,,,,
12/06/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,,,,,,,,,,,,,,,,15,0,,,N,N,N,,,,,,,
12/12/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,9,6,0,,,,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
12/19/2022,CO:NA:NASE:2022:H,29,0,,,,,,,,,,,,,,,,,,,,,,,29,0,,,N,N,N,,,,,,,
12/19/2022,CO:NA:NASE:2022:H,0,0,,,,,,,,8,21,0,,,,,,,,,,,,,0,0,AD,,Y,N,N,,,,,,,
08/07/2023,CO:NA:NASE:2023:H,1,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,N,N,N,,,,,,,
09/19/2023,CO:NA:NASE:2023:H,1,0,,,,,,,,,,,,,,,,,,,,,,,2,0,,,N,N,N,,,,,,,
09/19/2023,CO:NA:NASE:2023:H,0,0,,,,,,,,0,1,0,,,,,,,,,,,,,1,0,AD,,Y,N,N,,,,,,,
09/26/2023,CO:NA:NASE:2023:H,394,25,,,,,,,,,,,,,,,,,,,,,,,395,25,,,N,N,N,,,,,,,
09/26/2023,CO:NA:NASE:2023:H,0,0,,,,,,,,,,,99,96,25,,,,,,,,,,200,0,AD,,Y,N,N,,,,,,,
10/01/2023,CO:NA:NASE:2023:H,0,0,,,,,,,,0,1,0,,,,,,,,,,,,,199,0,AD,,Y,N,N,,,,,,,
10/02/2023,CO:NA:NASE:2023:H,0,0,,,,,,,,1,4,3,137,170,157,,,,,,,,,,-113,-160,AD,,Y,N,N,,,,,,,
10/02/2023,CO:NA:NASE:2023:H,0,0,,,,,,,,0,1,0,,,,,,,,,,,,,-114,-160,AD,,Y,Y,Y,0,1,0,0,1,0,56131
10/02/2023,CO:NA:NASE:2023:W,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,-119,-160,UM,,Y,N,N,,,,,,,
10/03/2023,CO:NA:NASE:2023:H,1982,548,,,,,,,,,,,,,,,,,,,,,,,1863,388,,,N,N,N,,,,,,,
10/03/2023,CO:NA:NASE:2023:H,0,0,,,,,,,,,,,448,602,284,,,,,,,,,,813,104,AD,,Y,N,N,,,,,,,
10/03/2023,CO:NA:NASE:2023:H,0,0,,,,,,,,,,,2,2,0,,,,,,,,,,809,104,AD,,Y,Y,Y,2,2,0,2,2,0,60519
